,tweets,likes,time,source
1471,"The #Pakistan is now facing not only humanitarian and health emergencies - with 33 million people, about a seventh of the population, impacted by flooding - but also an education crisis. 

#FloodsInPakistan 

https://t.co/8OoZTdubSC",10,2022-11-24 15:54:33+00:00,Twitter Web App
1481,"UN agencies and international humanitarian partners also supported the Government of Pakistan during the 2005 earthquake and 2010 floods. Join panel discussion on ""Floods in Pakistan: Bringing Local Perspective through International Humanitarian Organisations"" in #SDC2022",5,2022-11-24 15:52:24+00:00,Twitter for Android
1486,"ADB has stressed that there is an imperative requirement to upgrade Pakistan’s approach toward DRF and how risk preserving
procedures are inadequate to deal with the damages linked with calamities like floods and earthquakes. Learn more at #SDC2022
@SDPIPakistan",4,2022-11-24 15:51:43+00:00,Twitter for Android
1488,Information Minister Maryam Aurangzeb and Climate Change Minister Sherry Rehman for successfully highlighting the damage caused by recent floods in Pakistan as a result of climate change at the international forum COP-27 and to deal with the effects of climate change...,15,2022-11-24 15:51:21+00:00,Twitter for Android
1491,"ADB has stressed that there is an imperative requirement to upgrade Pakistan’s approach toward DRF and how risk preserving
procedures are inadequate to deal with the damages linked with calamities like floods and earthquakes. Learn more at #SDC2022",1,2022-11-24 15:51:06+00:00,Twitter for Android
1505,"ADB has stressed that there is an imperative requirement to upgrade Pakistan’s approach toward DRF and how risk preserving
procedures are inadequate to deal with the damages linked with calamities like floods and earthquakes. Learn more at #SDC2022",2,2022-11-24 15:50:11+00:00,Twitter for Android
1525,"Any effort towards disaster mitigation is not possible without the deep involvement and active participation of local communities. Learn more in #SDC2022 panel on 'Floods in Pakistan' organized by @SDPIPakistan and @PHFHumanitarian
Details: https://t.co/W5ptVYEXPf",2,2022-11-24 15:46:28+00:00,Twitter for Android
1526,"ADB has stressed that there is an imperative requirement to upgrade Pakistan’s approach toward DRF and how risk preserving
procedures are inadequate to deal with the damages linked with calamities like floods and earthquakes. Learn more at #SDC2022",5,2022-11-24 15:46:26+00:00,Twitter for Android
1530,"UN agencies and international humanitarian partners also supported the Government of Pakistan during the 2005 earthquake and 2010 floods. Join panel discussion on ""Floods in Pakistan: Bringing Local Perspective through International Humanitarian Organisations"" in #SDC2022",1,2022-11-24 15:45:51+00:00,Twitter for Android
1538,"Any effort towards disaster mitigation is not possible without the deep involvement and active participation of local communities. Learn more in #SDC2022 panel on 'Floods in Pakistan' organized by @SDPIPakistan and @PHFHumanitarian
Details: https://t.co/mW6PAXP4Te",4,2022-11-24 15:44:39+00:00,Twitter for Android
1545,"UN agencies and international humanitarian partners also supported the Government of Pakistan during the 2005 earthquake and 2010 floods. Join panel discussion on ""Floods in Pakistan: Bringing Local Perspective through International Humanitarian Organisations"" in #SDC2022",3,2022-11-24 15:42:38+00:00,Twitter for Android
1550,"Any effort towards disaster mitigation is not possible without the deep involvement and active participation of local communities. Learn more in #SDC2022 panel on 'Floods in Pakistan' organized by @SDPIPakistan and @PHFHumanitarian
Details: https://t.co/CK7xhtdJsh",3,2022-11-24 15:39:16+00:00,Twitter for Android
1551,"ADB has stressed that there is an imperative requirement to upgrade Pakistan’s approach toward DRF and how risk preserving
procedures are inadequate to deal with the damages linked with calamities like floods and earthquakes. Learn more at #SDC2022",4,2022-11-24 15:38:55+00:00,Twitter for Android
1556,"ADB has stressed that there is an imperative requirement to upgrade Pakistan’s approach toward DRF and how risk preserving
procedures are inadequate to deal with the damages linked with calamities like floods and earthquakes. Learn more at #SDC2022",1,2022-11-24 15:37:20+00:00,Twitter for Android
1559,"ADB has stressed that there is an imperative requirement to upgrade Pakistan’s approach toward DRF and how risk preserving
procedures are inadequate to deal with the damages linked with calamities like floods and earthquakes. Learn more at #SDC2022",1,2022-11-24 15:33:14+00:00,Twitter for Android
1560,ADB has stressed that there is an imperative requirement to upgrade Pakistan’s approach toward DRF and how risk preserving procedures are inadequate to deal with the damages linked with calamities like floods and earthquakes. Learn more at #SDC2022,2,2022-11-24 15:33:06+00:00,Twitter for Android
1561,"Any effort towards disaster mitigation is not possible without the deep involvement and active participation of local communities. Learn more in #SDC2022 panel on 'Floods in Pakistan' organized by @SDPIPakistan and @PHFHumanitarian
Details: https://t.co/nK2GPcOQWe",2,2022-11-24 15:32:31+00:00,Twitter for Android
1562,"Any effort towards disaster mitigation is not possible without the deep involvement and active participation of local communities. Learn more in #SDC2022 panel on 'Floods in Pakistan' organized by @SDPIPakistan and @PHFHumanitarian
Details: https://t.co/ZKlxg3rwNN",2,2022-11-24 15:28:15+00:00,Twitter for Android
1563,"UN agencies and international humanitarian partners also supported the Government of Pakistan during the 2005 earthquake and 2010 floods. Join panel discussion on ""Floods in Pakistan: Bringing Local Perspective through International Humanitarian Organisations"" in #SDC2022",1,2022-11-24 15:28:04+00:00,Twitter for Android
1564,"Any effort towards disaster mitigation is not possible without the deep involvement and active participation of local communities. Learn more in #SDC2022 panel on 'Floods in Pakistan' organized by @SDPIPakistan and @PHFHumanitarian
Details: https://t.co/206fga7sBN",1,2022-11-24 15:27:58+00:00,Twitter for Android
1566,"UN agencies and international humanitarian partners also supported the Government of Pakistan during the 2005 earthquake and 2010 floods. Join panel discussion on ""Floods in Pakistan: Bringing Local Perspective through International Humanitarian Organisations"" in #SDC2022",2,2022-11-24 15:27:28+00:00,Twitter for Android
1567,"UN agencies and international humanitarian partners also supported the Government of Pakistan during the 2005 earthquake and 2010 floods. Join panel discussion on ""Floods in Pakistan: Bringing Local Perspective through International Humanitarian Organisations"" in #SDC2022",2,2022-11-24 15:27:24+00:00,Twitter for Android
1568,"ADB has stressed that there is an imperative requirement to upgrade Pakistan’s approach toward DRF and how risk preserving
procedures are inadequate to deal with the damages linked with calamities like floods and earthquakes. Learn more at #SDC2022
@SDPIPakistan",3,2022-11-24 15:27:12+00:00,Twitter for Android
1569,"Any effort towards disaster mitigation is not possible without the deep involvement and active participation of local communities. Learn more in #SDC2022 panel on 'Floods in Pakistan' organized by @SDPIPakistan and @PHFHumanitarian
Details: https://t.co/h1VQ1JVCKy",3,2022-11-24 15:26:38+00:00,Twitter for Android
1570,"UN agencies and international humanitarian partners also supported the Government of Pakistan during the 2005 earthquake and 2010 floods. Join panel discussion on ""Floods in Pakistan: Bringing Local Perspective through International Humanitarian Organisations"" in #SDC2022",2,2022-11-24 15:26:09+00:00,Twitter for Android
1571,"UN agencies and international humanitarian partners also supported the Government of Pakistan during the 2005 earthquake and 2010 floods. Join panel discussion on ""Floods in Pakistan: Bringing Local Perspective through International Humanitarian Organisations"" in #SDC2022",2,2022-11-24 15:25:44+00:00,Twitter for iPhone
1573,"Any effort towards disaster mitigation is not possible without the deep involvement and active participation of local communities. Learn more in #SDC2022 panel on 'Floods in Pakistan' organized by @SDPIPakistan and @PHFHumanitarian
Details: https://t.co/UVoJknfShA",2,2022-11-24 15:20:50+00:00,Twitter for Android
1574,"UN agencies and international humanitarian partners also supported the Government of Pakistan during the 2005 earthquake and 2010 floods. Join panel discussion on ""Floods in Pakistan: Bringing Local Perspective through International Humanitarian Organisations"" in #SDC2022",2,2022-11-24 15:19:38+00:00,Twitter for Android
1576,"UN agencies and international humanitarian partners also supported the Government of Pakistan during the 2005 earthquake and 2010 floods. Join panel discussion on ""Floods in Pakistan: Bringing Local Perspective through International Humanitarian Organisations"" in #SDC2022",0,2022-11-24 15:17:11+00:00,Twitter for Android
1580,"Was the need to focus on ""neglected crops"" really discussed at COP27? You can read some of the effects of growing the same old crops here 
@F_Crops_Society @shailajafennell @Ghanem_DeG 

https://t.co/o7rLPjdrx7",3,2022-11-24 15:04:31+00:00,Twitter Web App
1582,"@donglaa Okay then what happens like right now when the world has mopped up most of the maize/food since there's drought in EA, Europe, North America? Add war in Ukraine, sanctions on Russia, mega floods in Pakistan etc.",0,2022-11-24 14:58:04+00:00,Twitter for Android
1584,"Floods raise education fears for millions in Pakistan
https://t.co/fRNCUAsLhN
#etribune #News #latest https://t.co/W8Zu6DXWBe",14,2022-11-24 14:57:04+00:00,Twitter Web App
1585,"Remember Farman Khan, from Swat Pakistan, who died himself while rescued 16 people in 2009 #Jeddah floods . 
#جده_الأن 
#جده_تغرق 
#jeddahflood
#جده_تغرق https://t.co/HDpkmCX0RX",4,2022-11-24 14:53:58+00:00,Twitter for Android
1587,"#Minorities have previously been denied flood relief or prevented from assisting their fellow citizens. Massive floods hit Pakistan, but hatred &amp; discrimination prevented its minorities from assisting with relief efforts. Shame on Pakistan, truly…!!!#MinoritiesUnsafeInPakistan https://t.co/PnYOOxFeKR",0,2022-11-24 14:44:06+00:00,Twitter Web App
1612,"Pakistan has a new army chief, which will hopefully help defuse a paralyzing political crisis that has taken critical policy attention away from severe economic stress, catastrophic floods, and resurgent terror threats. 
But that will be much easier said than done for Gen. Munir.",684,2022-11-24 13:33:25+00:00,Twitter for iPhone
1613,"🆘 Pakistan Floods Appeal

Your donations have enabled us to distribute lifesaving food packs amongst flood victims. 🤲
Here’s our amazing volunteers distributing food packs to Flood Victims. 

https://t.co/uxWpp2us7M https://t.co/JJ1n3yHxDg",0,2022-11-24 13:27:59+00:00,Twitter Web App
1614,"Our work in Pakistan continues!

We are delivering hot meals to communities in need on a daily basis, and our mobile medical centre is providing medicine to stop the spread of diseases.

Please continue supporting

https://t.co/KZ6PIofcGj https://t.co/hI1uz3cuGU",0,2022-11-24 13:26:54+00:00,Twitter Web App
1615,"They were robbed of their dreams.

It’s time to give some hope back

https://t.co/WaYXQ3wX1E https://t.co/55lKMxxpJK",0,2022-11-24 13:25:44+00:00,Twitter Web App
1618,The #IMF said that Pakistan’s timely finalisation of a recovery plan from devastating floods is essential to support discussions and continued financial support from multilateral and bilateral partners.,2,2022-11-24 13:12:00+00:00,Twitter Web App
1619,"Pakistan ’s economy has been teetering on the brink of collapse, with double-digit inflation pushing many basic goods out of people’s reach. Devastating floods have inundated much of the country’s agricultural belt. https://t.co/uqKIjRA3uz",2,2022-11-24 13:09:11+00:00,Twitter for Android
1620,"#CorruptPakLeaders cannot simply pin the blame on COVID or #PakistanFloods for the lack of efforts to provide for Pakistani children. (ii)
#ReformPakistan

@husainhaqqani
@NidaKirmani

https://t.co/1juwBxhxpi",0,2022-11-24 13:08:08+00:00,Twitter for Android
1624,"LATEST: Kumail Nanjiani, a Pakistani-American actor and comedian, and Sharmeen Obaid-Chinoy, an award-winning director, are launching charity Bitcoin Soul Bound Token NFTs charity to help those affected by the dreadful floods in Pakistan.

@kumailn #NFTprojects #NFTs #NFTNews",1,2022-11-24 13:00:26+00:00,Postcron App
1625,"Pakistan’s timely finalisation of a recovery plan from devastating floods is essential to support discussions and continued financial support from multilateral and bilateral partners, the International Monetary Fund (IMF) said on Wednesday. https://t.co/JhB8tL0kHS",0,2022-11-24 12:59:23+00:00,Twitter for iPhone
1627,"RR UNDP @knutostby visited Killa Abdullah, a Pakistani district impacted by floods 

@UNDP_Pakistan |  @DCKillaabdullah |  @CathayPak https://t.co/0q41LS2Aey",1,2022-11-24 12:31:05+00:00,Twitter Web App
1629,"@tempodulu @BBCMarkEaston @ONS Pakistan's floods are a direct result of bad land management due to over population.

UK is already massively over populated.",12,2022-11-24 12:28:21+00:00,Twitter Web App
1640,"Shehnaz, 12, lost her home due to #PakistanFloods. She now lives with her family in a camp in Sindh. As she tried to come to terms with this new reality, she noticed trash piling up around the camp. She decided to take action and organise clean-up drives with her friends! https://t.co/PAd8YdDCDj",482,2022-11-24 12:09:34+00:00,Twitter Media Studio
1641,"The global economy is in trouble, Pakistan can’t afford to waste energy on political chaos internally when it needs to focus on dealing with these challenges + the damage from the floods. https://t.co/RYvEb5IHF1",1,2022-11-24 12:06:16+00:00,Twitter for iPhone
1643,"The international rules-based order is fracturing. Divisions are deepening. Crises in #energy, #food and #agriculture are proliferating. The severe #floods in Pakistan demonstrate the urgent need for action to combat #climatechange https://t.co/FDO7QYKCcj @e3g #climateaction",0,2022-11-24 12:00:03+00:00,TweetDeck
1646,"@RishiSunak @AlokSharma_RDG @Jeremy_Hunt  
How dare you agree to give our money away like this with no consultation/ manifesto . 
It’ll all be wasted whilst we go in hock ! 

https://t.co/DejIQ7nMM9. Consequential deforestation causes floods ! https://t.co/2EMqIeF4H1",1,2022-11-24 11:45:10+00:00,Twitter for iPhone
1651,"🚨 Pakistan 𝗘𝗠𝗘𝗥𝗚𝗘𝗡𝗖𝗬 Floods Appeal

These children were delighted to see the #OneUmmah team arrive at their village. The support you've provided them is much appreciated. May Allah protect them and keep them smiling.

𝐃𝐎𝐍𝐀𝐓𝐄 𝐍𝐎𝐖:
https://t.co/iPVIegEatn https://t.co/wO5WalrU58",18,2022-11-24 11:35:43+00:00,LaterMedia
1653,Pakistani rice exporters are hopeful they can retain their market in the Middle East after catastrophic floods in the country reduced up to 40% of rice production. https://t.co/azGu1zelyt,1,2022-11-24 11:34:42+00:00,Twitter Web App
1654,✍️  The historic floods exposed just how much women and the poor have been systematically ignored.| Writes @MenaalMunshey https://t.co/hnIAcztJsP,3,2022-11-24 11:30:16+00:00,Buffer
1655,"The UN launched a flash flood appeal for Pakistan and several countries have started providing funds to the disaster-hit country.
#PakistanFloods",0,2022-11-24 11:28:38+00:00,Twitter for Android
1657,"Hello, brother @ksicrypto I hope you would be fine and happy. I live in Pakistan and belong to a poor family. A few months ago floods came into our village and since then we were living a miserable life, a friend told me about crypto and how it can make my family's lives better https://t.co/Jw3zJF57qS",0,2022-11-24 11:25:05+00:00,Twitter Web App
1664,"100 days after the devastating floods in Pakistan,
Muslim Hands and government institutions are continuously working for the rehabilitation of flood victims in Pakistan.
#FloodinPakistan https://t.co/3XHMpTex3S",13,2022-11-24 11:12:37+00:00,Twitter Web App
1671,"Floods in Pakistan 🇵🇰: access to education &amp; water restored in Swat Valley thanks to @SwissDevCoop .
Specialists from @SwissHumAidUnit have repaired: 

11 schools 🏫
8 suspension bridges 🌉  
16 water distribution systems💧

Press release➡️https://t.co/1DIHMK6qiY

#PakistanFloods https://t.co/dY9McYIY2x",35,2022-11-24 11:03:54+00:00,Twitter Web App
1674,"My story regarding the situation during and after floods in Pakistan is live on the @UNICEFROSA website. Please, read and share your comments with me.
https://t.co/2PpO8lrREO",29,2022-11-24 10:55:55+00:00,Twitter for Android
1675,"Due to severe damage caused to the rice crop by the floods in #Sindh, rice exports are expected to decline by 40% this year, resulting in #Pakistan losing over $500 million in foreign exchange. https://t.co/MylA8BtEkp",1,2022-11-24 10:52:00+00:00,Twitter Web App
1687,"“What went on in Pakistan will not stay in Pakistan.” @sherryrehman #COP27 A big win for poorer nations as they are the victims of floods, droughts, heat waves, famines and storms despite having contributed little to the pollution that heats up the globe
https://t.co/CxbQ8TueWV",33,2022-11-24 10:32:42+00:00,Twitter for Android
1691,@H2Ninja Chilling.  I assume most of the inhabitants of Eugowra aren't aware of the scale of floods in Pakistan &amp; Nigeria in recent months in any real sense.  Maybe they will be sensitized to the toll going forward &amp; lean towards drastic emissions reductions as well as preparedness. Bets?,1,2022-11-24 10:20:21+00:00,Twitter Web App
1694,"I’m borrowing this image from @MeeraGhani because I love the message, and because the survivors of the #PakistanFloods need all of us to step up and help right now. Please donate here, and share if you possibly can. Thank you. 💚
https://t.co/Jg97GfwDXQ https://t.co/DeeN9NDrLV",21,2022-11-24 10:14:26+00:00,Twitter for iPhone
1701,"Spoke at the Executive Board meeting of @WFP Explained the devastation caused by catastrophic floods &amp; how @bisp_pakistan played a significant role in providing targeted cash relief. In first phase,an amount of Rs. 70B ($316M) disbursed to 2.8 million families affected by floods. https://t.co/luwvfB2DWI",0,2022-11-24 09:45:24+00:00,Twitter for Android
1703,"@GTnyheter

@friatider
Floods have wreaked havoc in Balochistan, driving many people—both young and old—from their homes. The rulers in Pakistan are arrogant as seen by their lack of compassion for the flood victims. #BalochistanFloods #BalochGenocide https://t.co/qSI8gFR5uI",0,2022-11-24 09:42:54+00:00,Twitter Web App
1704,"@Nyheter24
@metrosverige
Despite the devastation brought on by the floods, the severely affected Baloch people had no access to food, water, or tents, &amp; Pakistan has since then cut off mobile service. #BalochistanFloods #BalochGenocide https://t.co/CPUpd8P5KW",0,2022-11-24 09:42:34+00:00,Twitter Web App
1705,"@AnnLinde
@DNDebatt
Floods have devastated Balochistan, yet it doesn't seem like the Pakistani government is concerned. The government of Pakistan should be compelled to provide assistance by international organisations. #BalochistanFloods #BalochGenocide https://t.co/PeNEmpyFQM",0,2022-11-24 09:39:59+00:00,Twitter Web App
1706,"Flood relief supplies dispatched to Sehwan Shareef, Sindh to facilitate the victims that are still suffering from the aftermath of the devastating floods.
#flooding #victims #floods #climatechange #Lahore #Islamabad #Peshawar #Quetta #Sehwan #Karachi #Sindh #Pakistan https://t.co/Dw8ueTPXK6",3,2022-11-24 09:37:58+00:00,Twitter for Android
1708,"So, Pakistan Urdu Media will realize that there are two provinces named Sindh and Balochistan, whose people suffer from waterborne diseases and food shortages.
#Sindh #Balochistan #floods",52,2022-11-24 09:36:14+00:00,Twitter for iPhone
1709,Human Appeal launched plans to build flood-resistant homes in Pakistan to home victims of floods | 2 million Pakistan homes hit earlier this year by flooding #HumanitarianAidCharity https://t.co/R9jP47yCDN,0,2022-11-24 09:36:14+00:00,WordPress.com
1710,@WorldBankWater Climate change is causing Pakistan to suffer from polar extremities of harsh weather as many districts experienced droughts and floods within a span of a few months.,0,2022-11-24 09:34:09+00:00,Twitter for Android
1711,"@miljopartiet
@SwedishPM
The authorities in Pakistan are so inhumane that they will do anything to ignore the existence of Balochis. People were left to die, relief was not provided during &amp; post floods that hit Balochistan. #BalochistanFloods https://t.co/PTHw8RvKIX",0,2022-11-24 09:33:06+00:00,Twitter Web App
1713,"Pakistan floods are ‘a monsoon on steroids’, warns UN chief https://t.co/npgF7gtT77",0,2022-11-24 09:31:34+00:00,dlvr.it
1715,"✨US assistance to help #Pakistan in combating food insecurity

👏 A $135 mln fund pledged by US could help Pakistan combat global #fertiliser shortage &amp; #food insecurity...

➠ #floods hit #agriculture sector
➠ 🇺🇸-🇵🇰 bilateral #trade ≈ $9 bln in 2021

🔗https://t.co/mOCppCclha https://t.co/mVUcsnwj0a",3,2022-11-24 09:28:30+00:00,Twitter Web App
1719,"@HNeumannMEP
@ErikMarquardt
Floods have wreaked havoc in Balochistan, driving many people—both young and old—from their homes. The rulers in Pakistan are arrogant as seen by their lack of compassion for the flood victims. #BalochistanFloods #BalochGenocide #Balochistan https://t.co/XwmxIrxG3U",0,2022-11-24 09:14:23+00:00,Twitter Web App
1720,"@TerryReintke
@bueti
Despite the devastation brought on by the floods, the severely affected Baloch people had no access to food, water, or tents, &amp; Pakistan has since then cut off mobile service. #BalochistanFloods #BalochGenocide https://t.co/F8BDNL43F7",0,2022-11-24 09:13:58+00:00,Twitter Web App
1721,@hemofelo @BabarBaAishKosh Because they were not given due rights they were not given the adequate relief for the floods of 1971. And lack of infrastructure in east Pakistan but a new city build for being a Capital (Islamabad) near Rwp by military dictator and so on and on and on.,0,2022-11-24 09:12:49+00:00,Twitter for Android
1722,@GeorgeMorgan13 @heraldscotland @newglasgowsoc What climate breakdown? The one that hedge funds and leftie media love to lie about? https://t.co/sAb2ogIBvk,1,2022-11-24 09:12:41+00:00,Twitter Web App
1723,"@GuidoReil
@KrahMax
Floods have devastated Balochistan, yet it doesn't seem like the Pakistani government is concerned. The government of Pakistan should be compelled to provide assistance by international organisations. #BalochistanFloods #BalochGenocide https://t.co/ZvkApoBVTp",0,2022-11-24 09:11:43+00:00,Twitter Web App
1724,"Check out my run on @Strava
#Aid #Refugees #Asylum @DECAppeal 
#Famine #Malnutrition #Afghanistan #Crisis #Humanity #Ukraine #Floods #Pakistan https://t.co/e2cmmyyCEb",0,2022-11-24 09:07:24+00:00,Twitter for iPhone
1727,The Defence and Martyrs' Day is observed annually in Pakistan on September 6 but it was delayed this year due to the devastating floods that hit the country around that time.,3,2022-11-24 08:52:51+00:00,Twitter for Android
1728,"@LBC Nick, that woman who called in was rude and if its ""fact"" she wants then the floods in Pakistan are recorded back to the 18th century without any human industrial cause.. How rude she was, typical stop oil idiot.",1,2022-11-24 08:49:14+00:00,Twitter for Android
1734,@joberlK Imagine being in flash floods caused by climate change like in Pakistan as a pregnant woman or a woman who has just given birth or who has small children and trying to survive that and a man tells you we are all affected by the flood in the same way.That  there is no difference.,0,2022-11-24 08:36:22+00:00,Twitter for Android
1735,And Pakistan is not only having to face the consequences of this global recession and of higher energy costs due to the Ukraine but we have also had devastating floods and an out of control Taliban  attacking our border.,7,2022-11-24 08:13:01+00:00,Twitter for iPhone
1739,"🇵🇰 This is no ordinary truck.

This is a solar-powered mobile reverse osmosis plant.

Following the #floods in #Pakistan, there was a desperate need for clean drinking water. This truck - using clean solar energy - turns contaminated floodwater into safe, drinkable #water. https://t.co/j5Q2qR8VWY",10,2022-11-24 08:05:05+00:00,Sprout Social
1746,"Prime Minister of Pakistan Shahbaz Sharif's total 29-minute speech, the beginning of Bismillah-ur-Rehman-ur-Rahim, the devastation of the floods, the entire speech was not charged in the end of Kashmir solution,
#PMShehbazSavesPak https://t.co/L960ZxglFe",0,2022-11-24 07:52:20+00:00,Twitter for Android
1747,"Thanks to the efforts of Prime Minister Shehbaz Sharif, the nations of the world have not only become aware of the devastation caused by floods in Pakistan, but they are also ready to work with Pakistan to tackle this challenge.  
#PMShehbazSavesPak https://t.co/1r4xi3D7Rz",1,2022-11-24 07:52:09+00:00,Twitter for Android
1748,People of Pakistan are struggling with a myriad of economic issues especially after the floods. It is a pity that Pakistan is a nation of such ignorant civilians who allow these military dictators get away with people's hard earned money. https://t.co/xherfeeTPB,4,2022-11-24 07:43:00+00:00,Twitter Web App
1749,I Pakistan from last few weeks the biggest news is the appointment of new chief of army. Two months ago destruction of floods and death of thousands civilian is already forgotten. Looks like a new chief means now they have no problems.,6,2022-11-24 07:42:57+00:00,Twitter Web App
1750,"Due to severe damage caused to the rice crop by the floods in Sindh,rice exports are expected to decline by 40% this year,resulting in Pakistan losing over $500 million in foreign exchange
Pakistan produced around 8 million tonnes of rice,of which 4.8 mn tonnes were exported.",1,2022-11-24 07:40:32+00:00,Twitter Web App
1754,"Pakistani-American actor/comedian Kumail Nanjiani(
@kumailn
and 🏆Award-Winning filmmaker Sharmeen Obaid-Chinoy are launching charity #Bitcoin  Soul Bound Token NFTs to aid the victims of the dreaded Pakistan floods.",1,2022-11-24 07:21:07+00:00,Twitter Web App
1755,@ClimateReality @WorldBank Climate change in the form of disastrous floods in Pakistan affecting 33 million people has already increased the rates of multidimensional poverty in the country. Innocent flood survivors are forced to pay the price of climate change even though they did not cause it.,0,2022-11-24 07:16:43+00:00,Twitter for Android
1756,@Advjalila Pakistan Govt failed to provide authentic details of damage done due to recent floods,1,2022-11-24 07:07:56+00:00,Twitter for Android
1757,"In recent months, Pakistan has been hit by floods that have claimed many lives and destroyed much infrastructure. The Emergency Coordination of the Focolare Movement, through AMU (Action for a United World) and AFN (Action New Families), took immediate… https://t.co/yu3MluB14J",3,2022-11-24 07:06:11+00:00,PostPickr
1766,School's out: Pakistan floods raise education fears for millions | The Japan Times https://t.co/bmZawjrcZG,0,2022-11-24 06:21:06+00:00,Twitter for Android
1769,"Killa Abdullah is one of the many districts severely damaged by #PakistanFloods. 

On a mission to #Balochistan, #UNDPinPakistan RR @knutostby met students, doctors, &amp; community benefitting from the renovation of key infrastructure by @CathayPak, @DCKillaabdullah &amp; @UNDP. https://t.co/WAmZcnSvXX",14,2022-11-24 06:15:58+00:00,Twitter Web App
1772,"Andy Vermaut shares:School’s out: Pakistan floods raise education fears for millions: UNICEF said last month that the flooding has damaged or destroyed more than 26,600 schools nationwide, while at least 7,060 others are being used as ... https://t.co/OuMcSHog26 Thank you. https://t.co/LYKBjdW67y",0,2022-11-24 05:49:43+00:00,dlvr.it
1775,"@wiccadaze You say this while your country is literally getting drowned in floods.

Which is very unfortunate, may Allah help the Muslims in Pakistan.",9,2022-11-24 05:41:56+00:00,Twitter for Android
1780,"Flooding in Pakistan has raised education fears for millions, with more than 26,600 schools damaged or destroyed across the nation. https://t.co/23fraAlxPn",17,2022-11-24 05:34:56+00:00,Echobox
1783,"As the common people of Pakistan were struggling after devastating floods with followed the Covid pandemic, Pakistan Army chief Qamar Javed Bajwa was apparently busy making his family filthy rich.

#QamarJavedBajwa #PakistanArmy 
https://t.co/9dLSFoSeqP",1,2022-11-24 05:30:00+00:00,Twitter Web App
1786,"Visiting &amp; supporting flood victims in D I Khan,KPK Pakistan 🇵🇰 
#PakistanFloods 
#overseaspakistani https://t.co/K7bkYmkY0l",1,2022-11-24 05:23:12+00:00,Twitter for Android
1787,"Flood recovery plan key to continued financial support for Pakistan.
#floods https://t.co/nZ4jkiQl4V",0,2022-11-24 05:22:08+00:00,Twitter for Android
1789,"#Pakistan’s economy is in a deep mess. This summer’s epic #floods took more than a thousand lives and inflicted billions of dollars in damage and devastation.
https://t.co/8FageQAxS0",0,2022-11-24 05:09:36+00:00,Twitter Web App
1790,"More than 2 million children deprived of going to school due to floods in Pakistan: UN
https://t.co/MdNJzIaX0W",0,2022-11-24 05:08:47+00:00,Twitter Web App
1796,"Killa Abdullah is a vulnerable district that was severely damaged by the #PakistanFloods. 

I had the opportunity to meet young students, doctors, and the community benefiting from the renovation of key infrastructure in a project of @UNDP_Pakistan, @DCKillaabdullah &amp; @CathayPak https://t.co/xEi5sN9ymo",42,2022-11-24 04:57:40+00:00,Twitter Web App
1797,"Due to severe damage caused to the rice crop by the floods in Sindh, rice exports are expected to decline by 40% this year, resulting in Pakistan losing over $500 million in foreign exchange.
@PMLNEconomy 
@ThePBC_Official
https://t.co/1mNgE8Gc86",0,2022-11-24 04:55:23+00:00,Twitter for Android
1804,"Pakistan’s timely finalisation of the flood recovery plan is essential to support the discussions, along with continuing financial support from multilateral and bilateral partners, says the International Monetary Fund (IMF).

https://t.co/Xnrzfj7Ogq

#IMF #Pakistan #Floods https://t.co/jfnVfEBepj",1,2022-11-24 04:17:26+00:00,Twitter Web App
1805,"Unfortunately, Pakistan has no recovery plans from devastating floods so far to support discussions and continued financial support from multilateral and bilateral partners, IMF. IMF sought plan to unlock loan!!",8,2022-11-24 04:07:39+00:00,Twitter for Android
1806,School’s out: Pakistan floods raise education fears for millions https://t.co/IFXX58YY20,0,2022-11-24 04:03:34+00:00,IFTTT
1807,School’s out: Pakistan floods raise education fears for millions https://t.co/wqdbkGVWPn,0,2022-11-24 03:59:08+00:00,@thedextazlab
1808,"▶️Due to severe damage caused to the rice crop by the floods in Sindh, rice exports are expected to decline by 40% this year, resulting in Pakistan losing over $500 million in foreign exchange.
https://t.co/ShUFNZ3sVd https://t.co/wvPUliQuBc",3,2022-11-24 03:56:56+00:00,Twitter Web App
1811,Floods in Pakistan: Rethinking the humanitarian role https://t.co/9bD9TlTTHe,0,2022-11-24 03:32:22+00:00,Twitter Web App
1812,"@Michael57820705 @automatrix66_KC @MikeHudema Cumulative Damage: Floods In #Pakistan
Total Deaths: 1678
Livestock: 1,158,355
House Damage: 2,045,349
Road Damage: 13,074 (km) 
#ActOnClimate #ClimateEmergency 🚨",0,2022-11-24 03:18:10+00:00,Twitter for Android
1815,"Pakistan's timely finalisation of a recovery plan from devastating floods is essential to support discussions and continued financial support from multilateral and bilateral partners, the International Monetary Fund (@IMFNews) said on Wednesday 👇

https://t.co/66A78XkVhD",0,2022-11-24 03:05:10+00:00,Hootsuite Inc.
1817,"As the common people of Pakistan were struggling after devastating floods with followed the Covid pandemic, Pakistan Army chief Qamar Javed Bajwa was apparently busy making his family filthy rich.

#QamarJavedBajwa #PakistanArmy 
https://t.co/9dLSFp9PPp",1,2022-11-24 03:00:00+00:00,Twitter Web App
