,tweets,likes,time,source
1237,"UN agencies and international humanitarian partners also supported the Government of Pakistan during the 2005 earthquake and 2010 floods. Join panel discussion on ""Floods in Pakistan: Bringing Local Perspective through International Humanitarian Organisations"" in #SDC2022",2,2022-11-24 15:19:38+00:00,Twitter for Android
1239,"UN agencies and international humanitarian partners also supported the Government of Pakistan during the 2005 earthquake and 2010 floods. Join panel discussion on ""Floods in Pakistan: Bringing Local Perspective through International Humanitarian Organisations"" in #SDC2022",0,2022-11-24 15:17:11+00:00,Twitter for Android
1243,"Was the need to focus on ""neglected crops"" really discussed at COP27? You can read some of the effects of growing the same old crops here 
@F_Crops_Society @shailajafennell @Ghanem_DeG 

https://t.co/o7rLPjdrx7",3,2022-11-24 15:04:31+00:00,Twitter Web App
1246,"@donglaa Okay then what happens like right now when the world has mopped up most of the maize/food since there's drought in EA, Europe, North America? Add war in Ukraine, sanctions on Russia, mega floods in Pakistan etc.",0,2022-11-24 14:58:04+00:00,Twitter for Android
1248,"Floods raise education fears for millions in Pakistan
https://t.co/fRNCUAsLhN
#etribune #News #latest https://t.co/W8Zu6DXWBe",14,2022-11-24 14:57:04+00:00,Twitter Web App
1249,"Remember Farman Khan, from Swat Pakistan, who died himself while rescued 16 people in 2009 #Jeddah floods . 
#جده_الأن 
#جده_تغرق 
#jeddahflood
#جده_تغرق https://t.co/HDpkmCX0RX",5,2022-11-24 14:53:58+00:00,Twitter for Android
1251,"#Minorities have previously been denied flood relief or prevented from assisting their fellow citizens. Massive floods hit Pakistan, but hatred &amp; discrimination prevented its minorities from assisting with relief efforts. Shame on Pakistan, truly…!!!#MinoritiesUnsafeInPakistan https://t.co/PnYOOxFeKR",0,2022-11-24 14:44:06+00:00,Twitter Web App
1275,"Pakistan has a new army chief, which will hopefully help defuse a paralyzing political crisis that has taken critical policy attention away from severe economic stress, catastrophic floods, and resurgent terror threats. 
But that will be much easier said than done for Gen. Munir.",683,2022-11-24 13:33:25+00:00,Twitter for iPhone
1276,"🆘 Pakistan Floods Appeal

Your donations have enabled us to distribute lifesaving food packs amongst flood victims. 🤲
Here’s our amazing volunteers distributing food packs to Flood Victims. 

https://t.co/uxWpp2us7M https://t.co/JJ1n3yHxDg",0,2022-11-24 13:27:59+00:00,Twitter Web App
1277,"Our work in Pakistan continues!

We are delivering hot meals to communities in need on a daily basis, and our mobile medical centre is providing medicine to stop the spread of diseases.

Please continue supporting

https://t.co/KZ6PIofcGj https://t.co/hI1uz3cuGU",0,2022-11-24 13:26:54+00:00,Twitter Web App
1278,"They were robbed of their dreams.

It’s time to give some hope back

https://t.co/WaYXQ3wX1E https://t.co/55lKMxxpJK",0,2022-11-24 13:25:44+00:00,Twitter Web App
1281,The #IMF said that Pakistan’s timely finalisation of a recovery plan from devastating floods is essential to support discussions and continued financial support from multilateral and bilateral partners.,2,2022-11-24 13:12:00+00:00,Twitter Web App
1282,"Pakistan ’s economy has been teetering on the brink of collapse, with double-digit inflation pushing many basic goods out of people’s reach. Devastating floods have inundated much of the country’s agricultural belt. https://t.co/uqKIjRA3uz",2,2022-11-24 13:09:11+00:00,Twitter for Android
1286,"LATEST: Kumail Nanjiani, a Pakistani-American actor and comedian, and Sharmeen Obaid-Chinoy, an award-winning director, are launching charity Bitcoin Soul Bound Token NFTs charity to help those affected by the dreadful floods in Pakistan.

@kumailn #NFTprojects #NFTs #NFTNews",1,2022-11-24 13:00:26+00:00,Postcron App
1287,"Pakistan’s timely finalisation of a recovery plan from devastating floods is essential to support discussions and continued financial support from multilateral and bilateral partners, the International Monetary Fund (IMF) said on Wednesday. https://t.co/JhB8tL0kHS",0,2022-11-24 12:59:23+00:00,Twitter for iPhone
1289,"RR UNDP @knutostby visited Killa Abdullah, a Pakistani district impacted by floods 

@UNDP_Pakistan |  @DCKillaabdullah |  @CathayPak https://t.co/0q41LS2Aey",1,2022-11-24 12:31:05+00:00,Twitter Web App
1291,"@tempodulu @BBCMarkEaston @ONS Pakistan's floods are a direct result of bad land management due to over population.

UK is already massively over populated.",12,2022-11-24 12:28:21+00:00,Twitter Web App
1298,"The global economy is in trouble, Pakistan can’t afford to waste energy on political chaos internally when it needs to focus on dealing with these challenges + the damage from the floods. https://t.co/RYvEb5IHF1",1,2022-11-24 12:06:16+00:00,Twitter for iPhone
1300,"The international rules-based order is fracturing. Divisions are deepening. Crises in #energy, #food and #agriculture are proliferating. The severe #floods in Pakistan demonstrate the urgent need for action to combat #climatechange https://t.co/FDO7QYKCcj @e3g #climateaction",0,2022-11-24 12:00:03+00:00,TweetDeck
1303,"@RishiSunak @AlokSharma_RDG @Jeremy_Hunt  
How dare you agree to give our money away like this with no consultation/ manifesto . 
It’ll all be wasted whilst we go in hock ! 

https://t.co/DejIQ7nMM9. Consequential deforestation causes floods ! https://t.co/2EMqIeF4H1",1,2022-11-24 11:45:10+00:00,Twitter for iPhone
1308,"🚨 Pakistan 𝗘𝗠𝗘𝗥𝗚𝗘𝗡𝗖𝗬 Floods Appeal

These children were delighted to see the #OneUmmah team arrive at their village. The support you've provided them is much appreciated. May Allah protect them and keep them smiling.

𝐃𝐎𝐍𝐀𝐓𝐄 𝐍𝐎𝐖:
https://t.co/iPVIegEatn https://t.co/wO5WalrU58",18,2022-11-24 11:35:43+00:00,LaterMedia
1310,Pakistani rice exporters are hopeful they can retain their market in the Middle East after catastrophic floods in the country reduced up to 40% of rice production. https://t.co/azGu1zelyt,1,2022-11-24 11:34:42+00:00,Twitter Web App
1311,✍️  The historic floods exposed just how much women and the poor have been systematically ignored.| Writes @MenaalMunshey https://t.co/hnIAcztJsP,3,2022-11-24 11:30:16+00:00,Buffer
1313,"Hello, brother @ksicrypto I hope you would be fine and happy. I live in Pakistan and belong to a poor family. A few months ago floods came into our village and since then we were living a miserable life, a friend told me about crypto and how it can make my family's lives better https://t.co/Jw3zJF57qS",0,2022-11-24 11:25:05+00:00,Twitter Web App
1320,"100 days after the devastating floods in Pakistan,
Muslim Hands and government institutions are continuously working for the rehabilitation of flood victims in Pakistan.
#FloodinPakistan https://t.co/3XHMpTex3S",13,2022-11-24 11:12:37+00:00,Twitter Web App
1325,"Floods in Pakistan 🇵🇰: access to education &amp; water restored in Swat Valley thanks to @SwissDevCoop .
Specialists from @SwissHumAidUnit have repaired: 

11 schools 🏫
8 suspension bridges 🌉  
16 water distribution systems💧

Press release➡️https://t.co/1DIHMK6qiY

#PakistanFloods https://t.co/dY9McYIY2x",35,2022-11-24 11:03:54+00:00,Twitter Web App
1327,"My story regarding the situation during and after floods in Pakistan is live on the @UNICEFROSA website. Please, read and share your comments with me.
https://t.co/2PpO8lrREO",18,2022-11-24 10:55:55+00:00,Twitter for Android
1328,"Due to severe damage caused to the rice crop by the floods in #Sindh, rice exports are expected to decline by 40% this year, resulting in #Pakistan losing over $500 million in foreign exchange. https://t.co/MylA8BtEkp",1,2022-11-24 10:52:00+00:00,Twitter Web App
1337,"“What went on in Pakistan will not stay in Pakistan.” @sherryrehman #COP27 A big win for poorer nations as they are the victims of floods, droughts, heat waves, famines and storms despite having contributed little to the pollution that heats up the globe
https://t.co/CxbQ8TueWV",32,2022-11-24 10:32:42+00:00,Twitter for Android
1341,@H2Ninja Chilling.  I assume most of the inhabitants of Eugowra aren't aware of the scale of floods in Pakistan &amp; Nigeria in recent months in any real sense.  Maybe they will be sensitized to the toll going forward &amp; lean towards drastic emissions reductions as well as preparedness. Bets?,1,2022-11-24 10:20:21+00:00,Twitter Web App
1348,"Spoke at the Executive Board meeting of @WFP Explained the devastation caused by catastrophic floods &amp; how @bisp_pakistan played a significant role in providing targeted cash relief. In first phase,an amount of Rs. 70B ($316M) disbursed to 2.8 million families affected by floods. https://t.co/luwvfB2DWI",0,2022-11-24 09:45:24+00:00,Twitter for Android
1350,"@GTnyheter

@friatider
Floods have wreaked havoc in Balochistan, driving many people—both young and old—from their homes. The rulers in Pakistan are arrogant as seen by their lack of compassion for the flood victims. #BalochistanFloods #BalochGenocide https://t.co/qSI8gFR5uI",0,2022-11-24 09:42:54+00:00,Twitter Web App
1351,"@Nyheter24
@metrosverige
Despite the devastation brought on by the floods, the severely affected Baloch people had no access to food, water, or tents, &amp; Pakistan has since then cut off mobile service. #BalochistanFloods #BalochGenocide https://t.co/CPUpd8P5KW",0,2022-11-24 09:42:34+00:00,Twitter Web App
1352,"@AnnLinde
@DNDebatt
Floods have devastated Balochistan, yet it doesn't seem like the Pakistani government is concerned. The government of Pakistan should be compelled to provide assistance by international organisations. #BalochistanFloods #BalochGenocide https://t.co/PeNEmpyFQM",0,2022-11-24 09:39:59+00:00,Twitter Web App
1353,"Flood relief supplies dispatched to Sehwan Shareef, Sindh to facilitate the victims that are still suffering from the aftermath of the devastating floods.
#flooding #victims #floods #climatechange #Lahore #Islamabad #Peshawar #Quetta #Sehwan #Karachi #Sindh #Pakistan https://t.co/Dw8ueTPXK6",3,2022-11-24 09:37:58+00:00,Twitter for Android
1355,"So, Pakistan Urdu Media will realize that there are two provinces named Sindh and Balochistan, whose people suffer from waterborne diseases and food shortages.
#Sindh #Balochistan #floods",51,2022-11-24 09:36:14+00:00,Twitter for iPhone
1356,Human Appeal launched plans to build flood-resistant homes in Pakistan to home victims of floods | 2 million Pakistan homes hit earlier this year by flooding #HumanitarianAidCharity https://t.co/R9jP47yCDN,0,2022-11-24 09:36:14+00:00,WordPress.com
1357,@WorldBankWater Climate change is causing Pakistan to suffer from polar extremities of harsh weather as many districts experienced droughts and floods within a span of a few months.,0,2022-11-24 09:34:09+00:00,Twitter for Android
1358,"@miljopartiet
@SwedishPM
The authorities in Pakistan are so inhumane that they will do anything to ignore the existence of Balochis. People were left to die, relief was not provided during &amp; post floods that hit Balochistan. #BalochistanFloods https://t.co/PTHw8RvKIX",0,2022-11-24 09:33:06+00:00,Twitter Web App
1360,"Pakistan floods are ‘a monsoon on steroids’, warns UN chief https://t.co/npgF7gtT77",0,2022-11-24 09:31:34+00:00,dlvr.it
1362,"✨US assistance to help #Pakistan in combating food insecurity

👏 A $135 mln fund pledged by US could help Pakistan combat global #fertiliser shortage &amp; #food insecurity...

➠ #floods hit #agriculture sector
➠ 🇺🇸-🇵🇰 bilateral #trade ≈ $9 bln in 2021

🔗https://t.co/mOCppCclha https://t.co/mVUcsnwj0a",3,2022-11-24 09:28:30+00:00,Twitter Web App
1366,"@HNeumannMEP
@ErikMarquardt
Floods have wreaked havoc in Balochistan, driving many people—both young and old—from their homes. The rulers in Pakistan are arrogant as seen by their lack of compassion for the flood victims. #BalochistanFloods #BalochGenocide #Balochistan https://t.co/XwmxIrxG3U",0,2022-11-24 09:14:23+00:00,Twitter Web App
1367,"@TerryReintke
@bueti
Despite the devastation brought on by the floods, the severely affected Baloch people had no access to food, water, or tents, &amp; Pakistan has since then cut off mobile service. #BalochistanFloods #BalochGenocide https://t.co/F8BDNL43F7",0,2022-11-24 09:13:58+00:00,Twitter Web App
1368,@hemofelo @BabarBaAishKosh Because they were not given due rights they were not given the adequate relief for the floods of 1971. And lack of infrastructure in east Pakistan but a new city build for being a Capital (Islamabad) near Rwp by military dictator and so on and on and on.,0,2022-11-24 09:12:49+00:00,Twitter for Android
1369,@GeorgeMorgan13 @heraldscotland @newglasgowsoc What climate breakdown? The one that hedge funds and leftie media love to lie about? https://t.co/sAb2ogIBvk,1,2022-11-24 09:12:41+00:00,Twitter Web App
1370,"@GuidoReil
@KrahMax
Floods have devastated Balochistan, yet it doesn't seem like the Pakistani government is concerned. The government of Pakistan should be compelled to provide assistance by international organisations. #BalochistanFloods #BalochGenocide https://t.co/ZvkApoBVTp",0,2022-11-24 09:11:43+00:00,Twitter Web App
1371,"Check out my run on @Strava
#Aid #Refugees #Asylum @DECAppeal 
#Famine #Malnutrition #Afghanistan #Crisis #Humanity #Ukraine #Floods #Pakistan https://t.co/e2cmmyyCEb",0,2022-11-24 09:07:24+00:00,Twitter for iPhone
1374,The Defence and Martyrs' Day is observed annually in Pakistan on September 6 but it was delayed this year due to the devastating floods that hit the country around that time.,3,2022-11-24 08:52:51+00:00,Twitter for Android
1375,"@LBC Nick, that woman who called in was rude and if its ""fact"" she wants then the floods in Pakistan are recorded back to the 18th century without any human industrial cause.. How rude she was, typical stop oil idiot.",1,2022-11-24 08:49:14+00:00,Twitter for Android
1379,@joberlK Imagine being in flash floods caused by climate change like in Pakistan as a pregnant woman or a woman who has just given birth or who has small children and trying to survive that and a man tells you we are all affected by the flood in the same way.That  there is no difference.,0,2022-11-24 08:36:22+00:00,Twitter for Android
1380,And Pakistan is not only having to face the consequences of this global recession and of higher energy costs due to the Ukraine but we have also had devastating floods and an out of control Taliban  attacking our border.,7,2022-11-24 08:13:01+00:00,Twitter for iPhone
1383,"🇵🇰 This is no ordinary truck.

This is a solar-powered mobile reverse osmosis plant.

Following the #floods in #Pakistan, there was a desperate need for clean drinking water. This truck - using clean solar energy - turns contaminated floodwater into safe, drinkable #water. https://t.co/j5Q2qR8VWY",10,2022-11-24 08:05:05+00:00,Sprout Social
1390,"Prime Minister of Pakistan Shahbaz Sharif's total 29-minute speech, the beginning of Bismillah-ur-Rehman-ur-Rahim, the devastation of the floods, the entire speech was not charged in the end of Kashmir solution,
#PMShehbazSavesPak https://t.co/L960ZxglFe",0,2022-11-24 07:52:20+00:00,Twitter for Android
1391,"Thanks to the efforts of Prime Minister Shehbaz Sharif, the nations of the world have not only become aware of the devastation caused by floods in Pakistan, but they are also ready to work with Pakistan to tackle this challenge.  
#PMShehbazSavesPak https://t.co/1r4xi3D7Rz",1,2022-11-24 07:52:09+00:00,Twitter for Android
1392,People of Pakistan are struggling with a myriad of economic issues especially after the floods. It is a pity that Pakistan is a nation of such ignorant civilians who allow these military dictators get away with people's hard earned money. https://t.co/xherfeeTPB,4,2022-11-24 07:43:00+00:00,Twitter Web App
1393,I Pakistan from last few weeks the biggest news is the appointment of new chief of army. Two months ago destruction of floods and death of thousands civilian is already forgotten. Looks like a new chief means now they have no problems.,6,2022-11-24 07:42:57+00:00,Twitter Web App
1394,"Due to severe damage caused to the rice crop by the floods in Sindh,rice exports are expected to decline by 40% this year,resulting in Pakistan losing over $500 million in foreign exchange
Pakistan produced around 8 million tonnes of rice,of which 4.8 mn tonnes were exported.",1,2022-11-24 07:40:32+00:00,Twitter Web App
1397,"Pakistani-American actor/comedian Kumail Nanjiani(
@kumailn
and 🏆Award-Winning filmmaker Sharmeen Obaid-Chinoy are launching charity #Bitcoin  Soul Bound Token NFTs to aid the victims of the dreaded Pakistan floods.",1,2022-11-24 07:21:07+00:00,Twitter Web App
1398,@ClimateReality @WorldBank Climate change in the form of disastrous floods in Pakistan affecting 33 million people has already increased the rates of multidimensional poverty in the country. Innocent flood survivors are forced to pay the price of climate change even though they did not cause it.,0,2022-11-24 07:16:43+00:00,Twitter for Android
1399,@Advjalila Pakistan Govt failed to provide authentic details of damage done due to recent floods,1,2022-11-24 07:07:56+00:00,Twitter for Android
1400,"In recent months, Pakistan has been hit by floods that have claimed many lives and destroyed much infrastructure. The Emergency Coordination of the Focolare Movement, through AMU (Action for a United World) and AFN (Action New Families), took immediate… https://t.co/yu3MluB14J",3,2022-11-24 07:06:11+00:00,PostPickr
1408,School's out: Pakistan floods raise education fears for millions | The Japan Times https://t.co/bmZawjrcZG,0,2022-11-24 06:21:06+00:00,Twitter for Android
1413,"Andy Vermaut shares:School’s out: Pakistan floods raise education fears for millions: UNICEF said last month that the flooding has damaged or destroyed more than 26,600 schools nationwide, while at least 7,060 others are being used as ... https://t.co/OuMcSHog26 Thank you. https://t.co/LYKBjdW67y",0,2022-11-24 05:49:43+00:00,dlvr.it
1415,"@wiccadaze You say this while your country is literally getting drowned in floods.

Which is very unfortunate, may Allah help the Muslims in Pakistan.",9,2022-11-24 05:41:56+00:00,Twitter for Android
1419,"Flooding in Pakistan has raised education fears for millions, with more than 26,600 schools damaged or destroyed across the nation. https://t.co/23fraAlxPn",17,2022-11-24 05:34:56+00:00,Echobox
1422,"As the common people of Pakistan were struggling after devastating floods with followed the Covid pandemic, Pakistan Army chief Qamar Javed Bajwa was apparently busy making his family filthy rich.

#QamarJavedBajwa #PakistanArmy 
https://t.co/9dLSFoSeqP",1,2022-11-24 05:30:00+00:00,Twitter Web App
1425,"Flood recovery plan key to continued financial support for Pakistan.
#floods https://t.co/nZ4jkiQl4V",0,2022-11-24 05:22:08+00:00,Twitter for Android
1427,"#Pakistan’s economy is in a deep mess. This summer’s epic #floods took more than a thousand lives and inflicted billions of dollars in damage and devastation.
https://t.co/8FageQAxS0",0,2022-11-24 05:09:36+00:00,Twitter Web App
1428,"More than 2 million children deprived of going to school due to floods in Pakistan: UN
https://t.co/MdNJzIaX0W",0,2022-11-24 05:08:47+00:00,Twitter Web App
1432,"Due to severe damage caused to the rice crop by the floods in Sindh, rice exports are expected to decline by 40% this year, resulting in Pakistan losing over $500 million in foreign exchange.
@PMLNEconomy 
@ThePBC_Official
https://t.co/1mNgE8Gc86",0,2022-11-24 04:55:23+00:00,Twitter for Android
1439,"Pakistan’s timely finalisation of the flood recovery plan is essential to support the discussions, along with continuing financial support from multilateral and bilateral partners, says the International Monetary Fund (IMF).

https://t.co/Xnrzfj7Ogq

#IMF #Pakistan #Floods https://t.co/jfnVfEBepj",1,2022-11-24 04:17:26+00:00,Twitter Web App
1440,"Unfortunately, Pakistan has no recovery plans from devastating floods so far to support discussions and continued financial support from multilateral and bilateral partners, IMF. IMF sought plan to unlock loan!!",8,2022-11-24 04:07:39+00:00,Twitter for Android
1441,School’s out: Pakistan floods raise education fears for millions https://t.co/IFXX58YY20,0,2022-11-24 04:03:34+00:00,IFTTT
1442,School’s out: Pakistan floods raise education fears for millions https://t.co/wqdbkGVWPn,0,2022-11-24 03:59:08+00:00,@thedextazlab
1443,"▶️Due to severe damage caused to the rice crop by the floods in Sindh, rice exports are expected to decline by 40% this year, resulting in Pakistan losing over $500 million in foreign exchange.
https://t.co/ShUFNZ3sVd https://t.co/wvPUliQuBc",3,2022-11-24 03:56:56+00:00,Twitter Web App
1446,Floods in Pakistan: Rethinking the humanitarian role https://t.co/9bD9TlTTHe,0,2022-11-24 03:32:22+00:00,Twitter Web App
1447,"@Michael57820705 @automatrix66_KC @MikeHudema Cumulative Damage: Floods In #Pakistan
Total Deaths: 1678
Livestock: 1,158,355
House Damage: 2,045,349
Road Damage: 13,074 (km) 
#ActOnClimate #ClimateEmergency 🚨",0,2022-11-24 03:18:10+00:00,Twitter for Android
1450,"Pakistan's timely finalisation of a recovery plan from devastating floods is essential to support discussions and continued financial support from multilateral and bilateral partners, the International Monetary Fund (@IMFNews) said on Wednesday 👇

https://t.co/66A78XkVhD",0,2022-11-24 03:05:10+00:00,Hootsuite Inc.
1452,"As the common people of Pakistan were struggling after devastating floods with followed the Covid pandemic, Pakistan Army chief Qamar Javed Bajwa was apparently busy making his family filthy rich.

#QamarJavedBajwa #PakistanArmy 
https://t.co/9dLSFp9PPp",1,2022-11-24 03:00:00+00:00,Twitter Web App
1460,"@GretaThunberg @louloulorton @CYPavilion Dear Greta @GretaThunberg Visit Pakistan 🇵🇰 and witness the flash floods 2022 impact on lives &amp; livelihood of affected communities, infrastructure how they r coping to challenge of harsh winter and malaria 🦟  @louloulorton
#COP27 #LossAndDamageFund",1,2022-11-24 02:08:46+00:00,Twitter for Android
1462,"@malarianomoreuk @GlobalFund Support Global South countries as Pakistan 🇵🇰 badly countering #malaria in Flash floods 2022, stricken areas of Balochistan and Sindh provinces especially in children and older age people. @HelpAge @decappeal @louloulorton @bbchealth @FCDOGovUK
 @CTurnerFCDO",2,2022-11-24 01:58:17+00:00,Twitter for Android
1463,"#Pakistan's timely finalisation of a #recovery #plan from devastating #floods is essential to support discussions and continued #financial #support from multilateral and bilateral partners, the International Monetary Fund (#IMF) said on Wednesday. https://t.co/rp7PtkMPUN",0,2022-11-24 01:45:13+00:00,ANews Twitter
1470,"@ByDanielAGross @mohammedhanif @NewYorker Pakistan is responsible for floods, since they never invested in dams on rivers. They only invested on funding, training &amp; exporting terrorists. Even huge funds donated by all countries to flood affected people was robbed by its Army &amp; Politicians. It never reached these people.",1,2022-11-24 01:23:22+00:00,Twitter Web App
1473,"@MarstonGareth @cynicalkind @StuartBroadbent @PaulMBigland @Penmcgregor Climate change Gareth, 33M flooded in 1/3 of Pakistan this year, Australia/Canada/USA/Europe/Asia Floods/Wildfires/Droughts/Storms,Horn of Africa 37M in famine. Every unnecessary emission, every destroyed greenfield is accelerating it. All our futures are increasingly doubtful. https://t.co/pDfUeu2TCS",0,2022-11-24 01:01:23+00:00,Twitter Web App
1475,"A recovery plan from the recent floods in Pakistan was necessary for the country to get continued financial support, IMF’s resident representative told Reuters in a message.  https://t.co/MB8SzjgyP0",3,2022-11-24 01:00:01+00:00,Emplifi
1476,The projected gap of $300bn in current annual budget is likely to plunge Pakistan deeper into debt crises to compensate the damage created by floods. @CMShehbaz @MIshaqDar50 @WBG_Climate @WIL_inequality @IFC_org @imf_pakistan @EUPakistan @eurodad @usembislamabad @Oxfam,3,2022-11-24 00:58:58+00:00,Twitter Web App
1477,"Post disaster needs assessment (PDNA) urgently seeks $16.2bn for immediate recovery and reconstruction due to floods. Between 2023 and 2030, Pakistan will
need $152bn for adaptation and $196bn for decarbonisation.#GreenNewDeal @SOMO @EUPakistan @eurodad @debtjustice @CMShehbaz",7,2022-11-24 00:51:32+00:00,Twitter Web App
1478,"‘Due to floods in Pakistan, diseases have gone to different levels’ https://t.co/wTnQTyt7aZ",0,2022-11-24 00:38:25+00:00,WordPress.com
1484,"Pakistan was already battling a full-blown economic crisis, with decades-high inflation and dwindling foreign exchange reserves, when it was hit by floods earlier this year 👇

https://t.co/66A78XkVhD",3,2022-11-23 23:28:20+00:00,Hootsuite Inc.
1485,"@saqyb_ @_RavinderSaluja @fawadchaudhry Remember he is still alive, you or your PM couldn’t do anything to him and couldn’t get a word out of him 😂😂😂 BC pura India moot dega Pakistan k border pe to dubara floods aa jaenge.. 😂😂😂",0,2022-11-23 23:18:22+00:00,Twitter for iPhone
1486,"@Benioff Very US centric and not a pixel relating to The Climate Change Emergency. Nothing even on the floods in Pakistan. Poor show in my opinion, perhaps next year they could do better with the correct “persausion”? 😉",0,2022-11-23 23:16:31+00:00,Twitter for iPhone
1487,@KeithField13 @RueDaungier Nov 20 EWE:  Pakistan - Rice exporters fear big drop in shipments after floods. https://t.co/v95cd1IG4X,0,2022-11-23 23:09:02+00:00,Twitter Web App
1495,"The International Monetary Fund (IMF) has said that the timely finalization of a plan by Pakistan to recover from devastating floods

#IMF #international #Monetary #Fund #pakistan #Devastating https://t.co/vyDvkfIXQZ",1,2022-11-23 21:40:18+00:00,Twitter Web App
1504,"🇵🇰 “The arrival of a military truck carrying aid sparked scenes of desperation: Survivors attacked it, hanging off it, throwing rocks at it.” | Writes @MenaalMunshey https://t.co/hnIAcztJsP",38,2022-11-23 21:30:11+00:00,Buffer
1507,@Global_Witness @graceblakeley Pakistan also had floods in the 19th century.,1,2022-11-23 21:18:43+00:00,Twitter for iPhone
1513,@Coolhand6661 @sophielouisecc I’m assuming you were referring to the commonly spread line that flooding in Pakistan was caused by deforestation affecting drainage- which is false. The point I was making is that if deforestation affected the floods in any way it was contributing to temp increases.,0,2022-11-23 20:54:04+00:00,Twitter for iPhone
1516,@gwdsomers @sophielouisecc Actually it was a 1/3 of that region of Pakistan not a 1/3 of Pakistan and it floods there quite regularly 👍,5,2022-11-23 20:42:01+00:00,Twitter for iPhone
1518,"Devastating Floods in Pakistan 

See what you see and dread what you see. This is the manifestation of climate crisis. 
https://t.co/iFI84VQvU8",0,2022-11-23 20:32:35+00:00,Twitter Web App
1519,"@ChrisGr97349115 @sophielouisecc I get my info from the scientific consensus on anthropogenic warming reflected in the IPCC reports, only confirmed by the extreme weather we are seeing nowadays such as this summer's heatwave here, 2021 Pacific NW heatwave &amp; recent floods in Pakistan. Climate disinfo is blocked.",1,2022-11-23 20:30:50+00:00,Twitter Web App
1521,"Six million people are in need of urgent humanitarian aid — of which pregnant women and those subject to gender-based violence are some of the worst affected. 
https://t.co/mwWNzLYc9C",0,2022-11-23 20:23:02+00:00,LaterMedia
1524,"@JenOConnell_
@MarcDalton 
Floods have wreaked havoc in Balochistan, driving many people—both young and old—from their homes. The rulers in Pakistan are arrogant as seen by their lack of compassion for the flood victims. #BalochistanFloods #BalochGenocide
@WillAAmos https://t.co/JL1d9lzoLT",0,2022-11-23 20:05:48+00:00,Twitter Web App
1525,"@ArnoldViersen
@JohnNaterMP 
Despite the devastation brought on by the floods, the severely affected Baloch people had no access to food, water, or tents, &amp; Pakistan has since then cut off mobile service. #BalochistanFloods #BalochGenocide
@MaryamMonsef https://t.co/stcOoKNa7J",0,2022-11-23 20:05:16+00:00,Twitter Web App
1526,"Pakistan flood recovery plan key to continued financial support: IMF - https://t.co/rK7oxtl5S5 

A representational image of the International Monetary Fund (IMF). — Reuters/FileISLAMABAD: Pakistan's timely finalisation of a recovery plan from devastating floods is ess... https://t.co/jFy4Z50jLf",0,2022-11-23 20:04:43+00:00,Braking News
1527,Learn more about how international law can help address the impacts of the Pakistan floods and future catastrophes caused by climate change through our latest Travaux podcast episode. https://t.co/tfeCL4SbYy,1,2022-11-23 20:02:22+00:00,Twitter Web App
1528,"@JonathanWNV
@PLawrenceMP 
Floods have devastated Balochistan, yet it doesn't seem like the Pakistani government is concerned. The government of Pakistan should be compelled to provide assistance by international organisations. #BalochistanFloods #BalochGenocide
@MMcLeodNWT https://t.co/TgnU1AB9Tz",0,2022-11-23 20:01:55+00:00,Twitter Web App
1534,"@SenSchumer
 @SenRickScott 
Floods have wreaked havoc in Balochistan, driving many people—both young and old—from their homes. The rulers in Pakistan are arrogant as seen by their lack of compassion for the flood victims. #BalochistanFloods #BalochGenocide
 @SenatorTimScott https://t.co/Dz5U90XXO8",0,2022-11-23 19:53:34+00:00,Twitter Web App
1536,"@SenSanders
 @SenSasse 
Despite the devastation brought on by the floods, the severely affected Baloch people had no access to food, water, or tents, &amp; Pakistan has since then cut off mobile service. #BalochistanFloods #BalochGenocide
 @SenBrianSchatz https://t.co/1x5zJ4I0CJ",0,2022-11-23 19:52:58+00:00,Twitter Web App
1537,"@SenAngusKing
 @SenatorLankford 
Floods have devastated Balochistan, yet it doesn't seem like the Pakistani government is concerned. The government of Pakistan should be compelled to provide assistance by international organisations. #BalochistanFloods #BalochGenocide https://t.co/38jh0V7zhH",0,2022-11-23 19:50:29+00:00,Twitter Web App
1538,"@Coolhand6661 @sophielouisecc How do you explain the causal relationship between co2 emissions and temperature increase? Also the Pakistan deforestation is a myth, flash floods were caused by dry soil after an unusually hot season- fuelled in fact by deforestation which releases tonnes of carbon.",0,2022-11-23 19:46:06+00:00,Twitter for iPhone
1541,"@sqarbaghi @FKhan77 @AcimHafeez @TBajwa7 Much better that's why petrol k laalay Hain and default risk is at 90% 🤡 also jab Imran global inflation kayhta thaa COVID say woh haram thee but noonie mix achar expertise waalon Kee record inflation daykhayn zaraa kya chaman chu log hain noonies 😂

https://t.co/cFSrck9Xab",0,2022-11-23 19:25:48+00:00,Twitter for Android
1543,Finalization of Flood Recovery Plan Key to Continued Financial Support: IMF: The International Monetary Fund (IMF) has said that the timely finalization of a plan by Pakistan to recover from devastating floods is essential to support the discussions and… https://t.co/Bld5E0MnwR https://t.co/Fq36BPe7mj,0,2022-11-23 19:15:37+00:00,dlvr.it
1548,"@ImranARaja1 In 1969 there was massive floods in east Pakistan when this drunken bum landed in Dacca airport he was so drunk he wet his trousers he became butt of a joke, the only thing he knew was women and getting drunk",24,2022-11-23 18:57:56+00:00,Twitter for iPhone
